Treatment Pressure of Stage 1,Treatment Pressure of Stage 2,Treatment Volume of Stage 1,Treatment Volume of Stage 2,Fracture Spacing,NPV,Length of Fracture 1,Width of Fracture 1,Length of Fracture 2,Width of Fracture 2,Length of Fracture 3,Width of Fracture 3,Length of Fracture 4,Width of Fracture 4,Length of Fracture 5,Width of Fracture 5,Length of Fracture 6,Width of Fracture 6,Length of Fracture 7,Width of Fracture 7,Length of Fracture 8,Width of Fracture 8
26.3416,25.82,2746.3,1635.4,17.185,-257429,51.9369,0.0247724,40.1191,0.0137125,40.1191,0.0137125,51.9369,0.0247724,29.8406,0.0088903,37.3488,0.0144552,35.2597,0.0114188,45.2027,0.0217629
28.0968,28.9952,3318.55,3708.45,40.075,-2756340,31.9404,0.03218,31.28,0.0300312,31.28,0.0300312,31.9404,0.03218,32.8511,0.03423,33.2417,0.0341582,33.3151,0.0342806,34.0841,0.0368219
29.192,22.2736,3744.15,3702.85,22.23,-1293640,37.51,0.0344593,33.6272,0.0252848,33.6272,0.0252848,37.51,0.0344593,12,0,185.192,0.0102016,148.988,0.0077657,205.214,0.0108413
23.4752,22.0272,2245.45,1701.2,40.92,-2460690,58.8224,0.0156492,57.186,0.0146033,57.186,0.0146033,58.8224,0.0156492,77.5629,0.0085751,82.2549,0.0089291,82.6777,0.0089988,84.6361,0.0095156
25.536,27.1056,3852.3,2849.9,49.595,-4620400,53.218,0.0253794,52.374,0.0243506,52.374,0.0243506,53.218,0.0253794,32.8671,0.0278023,33.1522,0.0279234,33.2172,0.0280224,33.6307,0.0291558
26.9576,28.4344,2456.85,3984.95,24.755,-1059400,35.2055,0.025621,32.5242,0.0201653,32.5242,0.0201653,35.2055,0.025621,39.1977,0.0274847,40.4135,0.0266461,40.1999,0.0262041,44.3396,0.0336312
28.2456,23.088,3312.6,904.25,54.985,-5273940,32.7136,0.0342892,32.4377,0.0333299,32.4377,0.0333299,32.7136,0.0342892,30.6425,0.0106296,31.623,0.0113046,31.7178,0.0113719,32.005,0.0117107
29.1464,25.2064,776.85,1442.9,52.905,-4148600,12,0.0240397,12,0.0238017,12,0.0238017,12,0.0240397,27.8498,0.019159,27.8443,0.0189578,27.8583,0.0189783,28.0855,0.0195482
29.9256,28.8296,2564.3,3079.15,20.66,-634854,29.5139,0.0340408,26.6699,0.0240952,26.6699,0.0240952,29.5139,0.0340408,31.5821,0.0206151,36.1098,0.0246901,35.2118,0.022623,40.6594,0.0333345
23.6832,22.3888,1420.5,2105.45,45.12,-2988050,37.4798,0.0147655,36.8457,0.0140203,36.8457,0.0140203,37.4798,0.0147655,77.8377,0.0110746,78.6489,0.010893,78.7801,0.0109245,80.6894,0.0115225
25.1656,26.104,1737.6,3378.4,11.935,-328918,52.5982,0.0205183,30.4387,0.0055401,30.4387,0.0055401,52.5982,0.0205183,42.5822,0.0096975,64.9976,0.0186883,38.4323,0.005359,94.2064,0.0278424
26.276,26.5456,2740.35,1030.95,25.845,-524139,42.8065,0.0245849,39.3974,0.0196911,39.3974,0.0196911,42.8065,0.0245849,19.3479,0.0149746,20.0275,0.0163843,20.1334,0.0164823,20.9319,0.0197275
27.768,26.3248,1629.45,3688.15,32.755,-1562830,22.8793,0.0261551,22.3423,0.02364,22.3423,0.02364,22.8793,0.0261551,48.0296,0.0251149,48.146,0.0238801,48.1608,0.0239428,50.6477,0.0271327
29.5232,29.5,2201.7,2261.2,19.485,-230316,28.6645,0.0318119,25.6548,0.0215372,25.6548,0.0215372,28.6645,0.0318119,23.4885,0.0190512,25.6919,0.0227757,25.4867,0.0211517,28.572,0.0316534
23.6704,27.764,3701.45,1621.4,27.83,-1257620,95.8919,0.0169552,86.2547,0.0140546,86.2547,0.0140546,95.8919,0.0169552,21.9606,0.0230763,21.7557,0.0214116,21.803,0.0214602,22.6119,0.0250651
25.8912,22.8632,1238.15,3925.8,55.65,-6042760,23.8392,0.0209814,23.7126,0.0205208,23.7126,0.0205208,23.8392,0.0209814,110.216,0.0146601,109.704,0.0143536,109.784,0.0143709,111.315,0.0147987
28.6424,25.3528,1018.35,3577.9,30.845,-1193280,15.5285,0.024203,15.3517,0.0222703,15.3517,0.0222703,15.5285,0.024203,56.522,0.0220827,55.3522,0.020097,55.2769,0.0201466,58.8875,0.023306
22.8184,23.5592,2482.4,3831.3,14.965,-1080760,124.913,0.012876,70.7676,0.0060053,70.7676,0.0060053,124.913,0.012876,95.632,0.0180032,115.01,0.011213,72.2242,0.007212,148.939,0.0167045
23.9048,27.2952,3693.75,1287.85,30.615,-1459320,86.6755,0.0180797,80.3624,0.0156183,80.3624,0.0156183,86.6755,0.0180797,21.5196,0.0217504,21.4825,0.0209025,21.5371,0.021001,22.1461,0.0236994
26.5704,28.2864,1050.55,2188.75,30.82,-812596,21.2273,0.0208073,20.7144,0.0185909,20.7144,0.0185909,21.2273,0.0208073,26.5653,0.0272928,26.58,0.0261509,26.6139,0.0261787,27.6079,0.0298675
27.4792,24.2008,1334.75,587.5,55.78,-4827800,19.087,0.0246451,19.0243,0.0242193,19.0243,0.0242193,19.087,0.0246451,18.2594,0.0123432,18.353,0.0125559,18.3633,0.0125825,18.4214,0.0128008
28.1744,22.8088,1512.9,966.2,11.605,466835,29.4781,0.0265548,21.6654,0.0080325,21.6654,0.0080325,29.4781,0.0265548,12,0,46.3997,0.0059359,33.6198,0.0017735,92.978,0.013241
29.7888,23.2984,547.6,2525.8,48.68,-3573790,12,0.0256376,12,0.0253008,12,0.0253008,12,0.0256376,65.3866,0.0153117,64.9682,0.0148624,65.0233,0.0148844,66.2209,0.0155467
24.5864,23.2784,2653.2,1182.15,19.145,-305595,68.0154,0.019083,53.2392,0.0118412,53.2392,0.0118412,68.0154,0.019083,34.0704,0.0043091,51.8431,0.0095927,47.8946,0.0076679,61.8939,0.0132484
26.2824,28.1832,544.45,3546.05,16.58,-75283.4,17.1908,0.0155064,16.2047,0.0103987,16.2047,0.0103987,17.1908,0.0155064,46.7215,0.028689,40.1111,0.0179793,38.2717,0.0166915,50.835,0.0320964
27.296,25.0456,3082.3,2736.15,24.535,-1037910,40.0121,0.027996,36.5588,0.021822,36.5588,0.021822,40.0121,0.027996,46.9219,0.0139126,57.5581,0.0173895,55.6684,0.0162539,63.2348,0.0213119
29.5344,27.9064,2010.95,3151.95,49.525,-4057270,20.8593,0.0332678,20.7367,0.0323426,20.7367,0.0323426,20.8593,0.0332678,31.2491,0.0310255,31.3799,0.0308547,31.4123,0.0309154,31.7759,0.0321296
22.3968,26.3312,938.55,3514.9,29.21,-1050680,45.9218,0.0093663,43.2135,0.0079525,43.2135,0.0079525,45.9218,0.0093663,48.4404,0.0252467,46.916,0.0224862,46.9197,0.0224552,50.2056,0.0265113
24.4528,22.212,1509.4,2788.3,34.74,-1758430,34.8202,0.016945,33.6916,0.0152883,33.6916,0.0152883,34.8202,0.016945,114.074,0.0100393,118.318,0.009709,117.341,0.0097561,123.42,0.0107304
26.0312,25.3912,1260.2,1125.8,55.155,-4779390,20.9198,0.0202814,20.8306,0.0198774,20.8306,0.0198774,20.9198,0.0202814,22.689,0.018185,22.7581,0.0182261,22.7709,0.0182533,22.8902,0.0186658
27.0416,23.8688,1045.3,3362.3,25.38,-820311,18.2318,0.0201192,17.7181,0.017103,17.7181,0.017103,18.2318,0.0201192,84.0926,0.0160919,82.0887,0.0138222,79.3731,0.0136599,91.5596,0.0174971
28.5912,27.1048,3363,806.25,20.01,-176067,39.8435,0.0320318,34.4064,0.0215031,34.4064,0.0215031,39.8435,0.0320318,15.9063,0.0102785,16.981,0.0141464,17.0927,0.0140512,17.9705,0.0188457
29.7168,28.9248,3005.3,3116.6,29.52,-1388530,30.1183,0.0363314,28.8048,0.0312634,28.8048,0.0312634,30.1183,0.0363314,30.1364,0.027979,31.4428,0.0292003,31.526,0.0292024,33.1551,0.0341554
22.9032,26.8008,1828.25,666.6,14.485,288899,93.8464,0.0128134,54.2114,0.0053767,54.2114,0.0053767,93.8464,0.0128134,17.2104,0.0166167,16.0711,0.0096868,16.0842,0.0096498,17.4051,0.0164593
22.2688,22.5784,3362.65,2957.35,22.63,-1564930,169.954,0.0106689,131.515,0.0078537,131.515,0.0078537,169.954,0.0106689,103.038,0.0084866,129.698,0.0097852,111.269,0.0086991,146.677,0.0121351
28.896,26.9872,1108.65,3393.1,43.06,-2715940,15.7541,0.0263414,15.6833,0.0255193,15.6833,0.0255193,15.7541,0.0263414,39.879,0.0289532,39.694,0.0280288,39.7313,0.0280785,40.5732,0.0298251
23.0232,27.1048,1964.05,689,30.34,-705375,66.4687,0.0132513,62.0802,0.0113797,62.0802,0.0113797,66.4687,0.0132513,14.7335,0.017934,14.7146,0.0174533,14.7321,0.0175582,14.8893,0.0191134
24.708,23.8296,1282.95,3770.75,35.32,-1941640,28.6547,0.0167665,27.9137,0.0152767,27.9137,0.0152767,28.6547,0.0167665,82.873,0.017456,81.9285,0.0163396,81.8284,0.016383,86.0205,0.0181377
27.3416,24.5928,3891.5,2895.75,19.655,-1079600,54.7481,0.0295109,44.9927,0.0192077,44.9927,0.0192077,54.7481,0.0295109,37.0554,0.0047432,77.7695,0.0166414,66.9569,0.0124129,90.9509,0.0202682
29.4576,24.5296,2674.55,909.15,14.485,116788,37.204,0.0337849,28.36,0.0152955,28.36,0.0152955,37.204,0.0337849,12,0,33.3102,0.0086603,31.8363,0.0062471,46.8804,0.0171333
22.8104,22.2208,3747.3,1944.1,23.31,-1345780,144.011,0.0132855,115.203,0.0099666,115.203,0.0099666,144.011,0.0132855,76.2934,0.0056309,109.034,0.0081497,98.5743,0.0073074,123.996,0.0100956
24.3376,22.8272,3637.05,799.25,47.665,-3674700,66.025,0.0205332,64.7703,0.0196162,64.7703,0.0196162,66.025,0.0205332,30.2479,0.0093454,31.2027,0.009926,31.349,0.0100186,31.7875,0.010478
25.9544,23.9152,955.7,3780.9,22.47,-789961,22.8704,0.017896,21.5611,0.013841,21.5611,0.013841,22.8704,0.017896,92.4464,0.0156059,96.0546,0.0135586,84.7845,0.0126142,107.846,0.0178902
27.3864,27.6384,2601.4,698.1,40.085,-1805800,30.2414,0.028572,29.6506,0.0267016,29.6506,0.0267016,30.2414,0.028572,12,0.0183944,12,0.0191293,12,0.019233,12,0.0197438
28.3264,29.8808,1133.15,1412.45,42.4,-1965490,15.5102,0.0242922,15.4406,0.0235131,15.4406,0.0235131,15.5102,0.0242922,16.0584,0.0289358,16.0741,0.0287865,16.0808,0.0288333,16.1647,0.0298536
29.5544,24.0496,3776.7,3091.75,33.33,-1992130,30.1056,0.0365829,29.1416,0.032756,29.1416,0.032756,30.1056,0.0365829,65.5237,0.0160835,70.5137,0.0164039,70.1444,0.0164234,74.2748,0.018542
22.8032,28.7936,3564.6,3335.35,59.165,-7454610,103.136,0.0144196,101.984,0.0140692,101.984,0.0140692,103.136,0.0144196,29.2631,0.0352092,29.2177,0.0348058,29.2348,0.0348488,29.4135,0.0356164
24.896,29.9848,3419.35,1362.05,17.515,-433245,82.9157,0.0211293,59.046,0.011999,59.046,0.011999,82.9157,0.0211293,19.2405,0.0251382,18.4509,0.0188501,18.4648,0.0185084,19.9951,0.027881
26.0872,26.844,2309.85,787.7,55.625,-5160410,34.0343,0.0250124,33.7452,0.0243257,33.7452,0.0243257,34.0343,0.0250124,14.8446,0.0190138,14.8909,0.0193236,14.8968,0.0193675,14.9217,0.0196232
26.7664,26.288,3848.8,3508.6,29.69,-1860630,49.3181,0.0284139,46.2749,0.0242555,46.2749,0.0242555,49.3181,0.0284139,46.4363,0.0214664,49.7191,0.0228503,49.7595,0.0227425,53.2987,0.026745
29.2376,26.2184,775.1,3555.85,43.305,-2739170,12,0.0240326,12,0.0235686,12,0.0235686,12,0.0240326,47.0529,0.0269973,46.5262,0.0258603,46.5568,0.0258944,47.6166,0.0274944
22.3272,28.5136,1133.5,2643.4,36.155,-1528260,50.8496,0.0097662,49.0273,0.0088829,49.0273,0.0088829,50.8496,0.0097662,27.9519,0.0311207,27.606,0.0292953,27.6377,0.0293469,28.3307,0.0320414
24.1248,27.9824,1057.2,876.6,15.01,544505,39.6658,0.0144637,30.1813,0.0064727,30.1813,0.0064727,39.6658,0.0144637,17.5828,0.017973,16.762,0.0122321,16.789,0.0119687,18.3026,0.0202761
25.5432,22.9272,1378.15,2527.2,16.28,-240179,35.1231,0.018803,28.6946,0.0099748,28.6946,0.0099748,35.1231,0.018803,12,0.0001363,128.586,0.0125811,74.6794,0.0062247,144.661,0.0136864
27.6512,23.2824,841.25,1711.7,20.23,97277.3,14.8828,0.0188042,14.4939,0.0150127,14.4939,0.0150127,14.8828,0.0188042,56.4497,0.0105121,64.6973,0.0102156,55.59,0.008505,71.5837,0.0138239
29.284,23.5336,2236.7,1382.35,26.795,-553942,24.5365,0.0313254,23.4797,0.026285,23.4797,0.026285,24.5365,0.0313254,37.6511,0.0089479,46.7207,0.011929,45.9021,0.011393,50.0476,0.014147
23.1312,23.3056,2769.05,3542.2,52.495,-5564510,74.3027,0.01519,73.2001,0.0146688,73.2001,0.0146688,74.3027,0.01519,86.4321,0.0159709,87.254,0.0159057,87.4311,0.0159474,88.856,0.0165205
26.3248,23.0888,1554.9,1336.85,48.5,-3365680,24.581,0.0227443,24.3699,0.0219654,24.3699,0.0219654,24.581,0.0227443,42.3334,0.0122931,43.0423,0.0124211,43.1361,0.0124648,43.8294,0.0130291
27.9,25.6688,2053.3,2720.75,17.34,-354870,33.2761,0.027023,28.1389,0.0158801,28.1389,0.0158801,33.2761,0.027023,32.6922,0.0071285,60.3641,0.0193975,48.2018,0.011825,69.1185,0.0238141
22.092,23.0392,3125.7,631.95,33.22,-1470570,143.373,0.0101264,135.273,0.0091216,135.273,0.0091216,143.373,0.0101264,26.6723,0.0091748,26.8115,0.0090242,26.885,0.0090606,27.7223,0.0101159
27.8048,22.512,1977.35,1002.95,37.33,-1406180,23.0846,0.0270093,22.6989,0.0251515,22.6989,0.0251515,23.0846,0.0270093,40.886,0.0085473,44.0456,0.0093604,44.1888,0.0093908,45.7032,0.0102762
28.748,25.3528,730.3,2170.55,41.22,-1956630,12,0.0226782,12,0.0221655,12,0.0221655,12,0.0226782,36.2324,0.0209721,36.0116,0.0202114,36.0421,0.0202432,36.8432,0.0216385
24.4344,28.8864,2475.4,661.35,15.58,143876,73.5521,0.0187219,48.6736,0.008846,48.6736,0.008846,73.5521,0.0187219,12,0.0168479,12,0.0140963,12,0.0141607,12,0.0188082
25.3928,22.8904,3368.25,2017.95,37.385,-2274240,51.3413,0.0235884,49.5952,0.0216037,49.5952,0.0216037,51.3413,0.0235884,62.7218,0.0112218,68.3218,0.0121164,68.5214,0.0121515,71.3863,0.0133032
27.9848,22.9312,1187.75,514,29.595,-270835,19.1612,0.0244563,18.7438,0.0217973,18.7438,0.0217973,19.1612,0.0244563,23.426,0.0063101,25.8492,0.0081428,25.9208,0.008106,26.9801,0.0093898
29.576,24.6752,1294.5,2086.9,30.195,-765310,15.8979,0.0272402,15.6912,0.024879,15.6912,0.024879,15.8979,0.0272402,42.3388,0.0169004,42.8871,0.0162037,42.834,0.0161993,45.4039,0.0188981
22.4352,22.5,1938.5,1996.6,22.15,-650387,95.9593,0.0107391,78.3417,0.0076793,78.3417,0.0076793,95.9593,0.0107391,75.1987,0.0071591,95.8879,0.0089548,85.6256,0.0078467,109.568,0.0113088
29.404,24.0304,1614.75,1415.6,29.915,-693616,20.3564,0.0301162,19.8671,0.0267715,19.8671,0.0267715,20.3564,0.0301162,35.8077,0.0123194,38.6233,0.0134074,38.5848,0.0133327,40.8185,0.0156111
22.3856,22.5656,1435.55,1790.1,38.195,-1827070,59.9392,0.0105711,57.9457,0.0097343,57.9457,0.0097343,59.9392,0.0105711,65.0119,0.0108095,66.4974,0.0107791,66.6483,0.0108048,69.1687,0.0117551
23.5248,22.9504,1433.8,3835.85,14.045,-425685,62.4046,0.0143943,39.1518,0.0054308,39.1518,0.0054308,62.4046,0.0143943,26.2982,0.0020488,151.833,0.0121448,73.1915,0.0051002,185.236,0.0141421
29.0008,28.5856,1251.8,2699.4,40.225,-2036480,15.7801,0.0265142,15.6919,0.0254935,15.6919,0.0254935,15.7801,0.0265142,28.1273,0.0317208,28.0811,0.0308661,28.1072,0.0309202,28.6356,0.0330315
22.0432,25.3904,3753.6,2783.05,23.96,-1444040,185.524,0.0095891,147.777,0.0073248,147.777,0.0073248,185.524,0.0095891,52.6321,0.0208702,49.125,0.0169852,48.9064,0.0167684,55.1529,0.0220492
23.4848,27.08,3002.85,3451.2,34.025,-2082930,77.3125,0.0161023,73.3475,0.0144,73.3475,0.0144,77.3125,0.0161023,38.8625,0.0272172,38.5961,0.0258721,38.6987,0.0259469,40.2896,0.0290403
24.9896,25.424,3216.35,3312.6,34.96,-2262470,56.3105,0.0219687,53.925,0.0197874,53.925,0.0197874,56.3105,0.0219687,50.0844,0.0209731,51.6681,0.0212641,51.8425,0.0213293,54.1853,0.0237313
26.3952,27.5896,3181.7,758.65,42.205,-2449800,41.616,0.0272548,40.7012,0.0255817,40.7012,0.0255817,41.616,0.0272548,15.009,0.0202229,15.1107,0.0208858,15.1279,0.0210088,15.1962,0.0217263
27.644,22.1192,2000.8,1002.25,54.2,-4703890,23.1363,0.0275434,23.0101,0.0269043,23.0101,0.0269043,23.1363,0.0275434,46.3455,0.0085402,47.7335,0.0088552,47.8595,0.0088901,48.4541,0.009186
28.668,29.376,2141.85,2974.5,18.445,-352520,31.239,0.0294014,27.2239,0.0186779,27.2239,0.0186779,31.239,0.0294014,29.2647,0.02065,32.3802,0.023591,31.4667,0.0207543,37.3812,0.03408
22.2488,22.9392,1145.05,1765.25,26.59,-528438,60.0878,0.0092122,55.184,0.0075515,55.184,0.0075515,60.0878,0.0092122,60.7568,0.0106304,62.9108,0.0103766,62.214,0.0101561,69.0452,0.0126554
23.8504,24.8632,2355,3589.1,19.645,-1003490,73.664,0.016273,57.7488,0.0103213,57.7488,0.0103213,73.664,0.016273,66.5312,0.014241,78.1016,0.0161556,68.9784,0.0134279,93.0948,0.0215572
24.016,22.4112,2821.2,3549.55,44.29,-3836500,59.6208,0.0184136,58.2769,0.0174119,58.2769,0.0174119,59.6208,0.0184136,122.698,0.0118163,125.057,0.0116629,125.075,0.0116976,128.64,0.0123525
26.0352,26.768,3139,569.65,33.16,-1141620,45.7535,0.0252621,43.7297,0.0224152,43.7297,0.0224152,45.7535,0.0252621,12,0.0152621,12,0.0161422,12,0.0163278,12,0.0171259
27.2136,25.0616,1673.9,1821.95,27.245,-603512,25.4379,0.024199,24.3368,0.020382,24.3368,0.020382,25.4379,0.024199,37.2175,0.0157486,39.5103,0.0163353,39.3513,0.016147,42.3481,0.0197115
28.308,28.5544,3068.3,2785.5,23.24,-790880,35.2181,0.0305938,32.1012,0.0231902,32.1012,0.0231902,35.2181,0.0305938,30.3357,0.0224558,32.625,0.0245821,32.5194,0.0238572,35.8392,0.0317045
29.4184,28.9968,3101.9,3937.7,37.15,-2369620,30.0699,0.0367248,29.3492,0.0337973,29.3492,0.0337973,30.0699,0.0367248,32.2547,0.0328309,32.8991,0.0331441,32.9872,0.0332796,33.926,0.0363228
22.5264,23.0544,1352.25,3667.85,49.485,-4402370,50.907,0.0110977,50.1175,0.0106482,50.1175,0.0106482,50.907,0.0110977,96.7009,0.015117,96.3986,0.0147482,96.4973,0.0147726,98.3663,0.0153886
24.9736,24.2392,2850.6,1197.2,40.47,-2257970,48.587,0.0216404,47.2907,0.0201505,47.2907,0.0201505,48.587,0.0216404,30.0551,0.0140202,30.9766,0.0147335,31.1095,0.0148427,31.7786,0.0159054
26.2592,24.0792,1922.4,1162.9,19.12,-9284.85,38.503,0.0224738,32.9227,0.0143694,32.9227,0.0143694,38.503,0.0224738,26.338,0.0039923,41.6576,0.0117446,39.1896,0.0091232,48.1692,0.015458
27.4504,23.152,812.9,3119.75,57.23,-6051390,15.1839,0.0217311,15.1605,0.0214767,15.1605,0.0214767,15.1839,0.0217311,81.4578,0.0155397,81.0314,0.0152247,81.081,0.0152388,82.068,0.0156653
29.1488,28.6568,1456.9,3406.05,42.395,-2583530,15.8569,0.0272021,15.7804,0.0263039,15.7804,0.0263039,15.8569,0.0272021,32.8499,0.0342875,32.7287,0.0332559,32.7569,0.0333097,33.3795,0.0353879
22.2328,23.9688,778.95,618.3,45.94,-2386640,37.6144,0.0087199,37.0103,0.0083033,37.0103,0.0083033,37.6144,0.0087199,19.9404,0.0118843,19.9916,0.0118851,20.0081,0.011916,20.1539,0.0123429
23.3352,24.8296,1492.95,2941.95,18.97,-467080,59.5478,0.0133377,47.328,0.0080763,47.328,0.0080763,59.5478,0.0133377,60.1643,0.0154034,62.8034,0.0143725,57.3734,0.0122754,76.3768,0.0206464
24.968,25.0808,1919.6,2612.6,25.535,-813871,41.5974,0.0189847,38.2781,0.0150971,38.2781,0.0150971,41.5974,0.0189847,47.4881,0.01662,50.7114,0.0169747,50.1322,0.0165404,55.6218,0.021011
26.4752,24.0232,1385.85,2927.6,14.205,-220457,32.3269,0.021363,25.39,0.0093821,25.39,0.0093821,32.3269,0.021363,12,6.00E-07,105.264,0.0166275,53.8371,0.0059439,122.172,0.0185543
28.0504,26.6032,1884.25,811.5,46.885,-2872310,23.6172,0.0290622,23.4071,0.0279951,23.4071,0.0279951,23.6172,0.0290622,14.6742,0.0176432,14.7486,0.0181378,14.7572,0.0181989,14.7993,0.0186193
28.9936,29.444,3168.75,1979.1,36.93,-1812320,29.2665,0.034558,28.5745,0.031789,28.5745,0.031789,29.2665,0.034558,19.9549,0.0284758,20.253,0.0293595,20.2963,0.0295091,20.5938,0.0316014
22.1408,29.4104,3455.4,2853.75,17.505,-802948,185.459,0.0099866,113.017,0.0056428,113.017,0.0056428,185.459,0.0099866,33.4615,0.0366219,27.7251,0.0192235,27.8374,0.0195496,32.7162,0.0324318
22.6352,23.1784,2915.7,907.75,22.89,-621543,124.784,0.0122068,100.259,0.0089856,100.259,0.0089856,124.784,0.0122068,35.3101,0.008721,36.5613,0.0087241,36.3395,0.0084184,40.5467,0.0114662
24.5008,28.4984,2308.8,1178.65,45.76,-2931460,45.4798,0.0194514,44.6435,0.0184811,44.6435,0.0184811,45.4798,0.0194514,15.4891,0.0241586,15.5294,0.0243306,15.5397,0.0244077,15.598,0.0250642
26.1152,23.2016,1343.5,2738.25,18.995,-381796,28.7023,0.0195802,25.5552,0.01289,25.5552,0.01289,28.7023,0.0195802,59.9897,0.0082139,113.119,0.0121971,78.3637,0.008676,120.619,0.0146721
27.9992,26.0696,2128.9,1120.55,11.36,339175,37.1667,0.0287987,24.324,0.0075199,24.324,0.0075199,37.1667,0.0287987,12,0,31.9693,0.0116302,24.6854,0.0033424,46.3724,0.0239761
29.216,22.272,2700.1,3517.35,23.675,-1129960,28.6446,0.0320221,26.657,0.0249068,26.657,0.0249068,28.6446,0.0320221,12,0,185.801,0.0106094,145.452,0.0081858,194.321,0.0109115
23.6824,23.2192,2090.4,1688.95,34.145,-1469780,54.7751,0.0158633,52.3544,0.0141884,52.3544,0.0141884,54.7751,0.0158633,50.8003,0.0117897,53.613,0.0123716,53.7903,0.0123895,56.4124,0.0138908
25.0928,24.368,3091.4,1010.3,30.7,-1080620,53.8948,0.02169,50.7318,0.0187394,50.7318,0.0187394,53.8948,0.02169,26.6321,0.0117833,28.0778,0.0130752,28.2723,0.0131838,29.4664,0.0151677
26.5768,24.5648,2660.9,2307.75,10.57,-238931,56.9275,0.0270782,28.3436,0.0054496,28.3436,0.0054496,56.9275,0.0270782,12,0,57.6402,0.0083524,33.5016,0.0025562,122.855,0.0226249
28.1312,28.9984,3483.4,1627,44.51,-3010000,32.1903,0.032884,31.6911,0.0312214,31.6911,0.0312214,32.1903,0.032884,19.9554,0.0286802,20.1414,0.0292518,20.1694,0.0293657,20.3345,0.03054
29.0408,24.9136,3767.25,3525.75,33.31,-2140550,33.7856,0.0357673,32.5771,0.0319075,32.5771,0.0319075,33.7856,0.0357673,58.6058,0.0190413,62.6077,0.0195618,62.4947,0.0195972,66.019,0.0221229
22.5528,22.8392,769.85,2216.4,11.28,165311,55.853,0.0101627,28.8566,0.0020163,28.8566,0.0020163,55.853,0.0101627,49.0784,0.003986,113.055,0.0104637,23.1584,0.001255,157.733,0.0137065
24.7688,26.9552,3301.4,2645.5,13.635,-735647,91.6855,0.0210443,50.9055,0.0083425,50.9055,0.0083425,91.6855,0.0210443,45.6588,0.0366865,36.7901,0.0117209,33.5623,0.0100389,51.6841,0.0272794
26.8584,27.548,1372.55,1187.75,34.255,-915255,21.7273,0.0224936,21.3125,0.0206312,21.3125,0.0206312,21.7273,0.0224936,18.4638,0.0214302,18.6139,0.0216706,18.6397,0.0217463,18.9181,0.0235055
28.0024,29.1304,2406.8,640.35,13.25,332556,41.3511,0.0295298,28.8836,0.0109818,28.8836,0.0109818,41.3511,0.0295298,13.8694,0.0114363,14.0795,0.0122369,14.1266,0.0115103,15.042,0.0202592
28.972,29.1,1872,2247.9,27.51,-657492,24.182,0.0301849,23.2241,0.0256386,23.2241,0.0256386,24.182,0.0301849,22.686,0.0253043,23.284,0.0260278,23.3359,0.0260041,24.3323,0.0307025
29.9304,23.1048,2764.85,3604.5,13.15,-734893,33.4236,0.0342255,25.0451,0.0133581,25.0451,0.0133581,33.4236,0.0342255,12,0,150.897,0.0117121,76.9839,0.0033273,236.159,0.0153306
22.1456,22.312,2870.9,3022.8,20.805,-1345310,166.173,0.0099284,120.593,0.0067614,120.593,0.0067614,166.173,0.0099284,111.32,0.0067817,161.417,0.0087681,124.539,0.0072763,184.726,0.0109443
27.8568,23.4008,3438.95,2940.2,37.18,-2435110,35.3427,0.0317899,34.3629,0.0291508,34.3629,0.0291508,35.3427,0.0317899,72.3635,0.0143581,76.6025,0.0145637,76.5511,0.0146193,79.897,0.0160099
29.936,26.0272,2938.1,1231.15,15.345,51372.2,33.6378,0.034342,27.0584,0.0173499,27.0584,0.0173499,33.6378,0.034342,14.4836,0.0002905,32.3122,0.0142073,29.8844,0.0091335,39.9921,0.0216894
23.4752,23.2976,651.9,3861.75,31.37,-1433750,24.3491,0.0109525,23.6542,0.0097389,23.6542,0.0097389,24.3491,0.0109525,104.916,0.0153675,100.37,0.0137171,99.8509,0.0137345,107.99,0.0157726
25.0168,29.1656,1118.8,3445.6,35.125,-1425280,24.4599,0.016826,23.934,0.0154177,23.934,0.0154177,24.4599,0.016826,28.8398,0.0334264,28.6437,0.0317837,28.6743,0.0318339,29.4879,0.0350512
26.1632,29.1328,3936.65,3351.45,15.695,-919421,74.4066,0.0261262,49.8802,0.0129418,49.8802,0.0129418,74.4066,0.0261262,38.7589,0.0284465,35.6481,0.019776,34.0497,0.0169919,45.4993,0.0347716
27.7592,29.8592,1579.4,768.8,19.44,314115,25.646,0.0243191,23.2976,0.016685,23.2976,0.016685,25.646,0.0243191,12,0.0172437,12,0.0184031,12,0.018606,12,0.0223051
28.6136,28.7016,1187.4,1334.05,58.25,-5662480,15.6828,0.0258732,15.6573,0.0255742,15.6573,0.0255742,15.6828,0.0258732,15.6797,0.0258479,15.6914,0.0258625,15.6939,0.0258825,15.7201,0.0261903
29.4288,29.6352,2258.75,2692.75,28.825,-1066900,24.8658,0.032577,23.9512,0.0281098,23.9512,0.0281098,24.8658,0.032577,27.7953,0.0303778,28.4392,0.0303897,28.4902,0.0303807,29.8907,0.0356871
22.7896,26.9088,2651.45,2556.6,28.53,-1297840,95.7732,0.0128928,86.833,0.0107901,86.833,0.0107901,95.7732,0.0128928,34.2827,0.0246891,33.431,0.0221247,33.4864,0.0221173,35.4611,0.0262596
