Treatment Pressure of Stage 1,Treatment Pressure of Stage 2,Treatment Volume of Stage 1,Treatment Volume of Stage 2,Fracture Spacing,NPV,Length of Fracture 1,Width of Fracture 1,Length of Fracture 2,Width of Fracture 2,Length of Fracture 3,Width of Fracture 3,Length of Fracture 4,Width of Fracture 4,Length of Fracture 5,Width of Fracture 5,Length of Fracture 6,Width of Fracture 6,Length of Fracture 7,Width of Fracture 7,Length of Fracture 8,Width of Fracture 8
28.468,26.452,1534.6,2222,34.37,-1293790,19.7052,0.0271896,19.3984,0.0251272,19.3984,0.0251272,19.7052,0.0271896,32.8976,0.0228875,33.255,0.0225195,33.3091,0.0225764,34.4784,0.0251236
29.2984,24.3352,2214.3,3769.7,50.54,-4631880,20.6592,0.0322748,20.5476,0.0314403,20.5476,0.0314403,20.6592,0.0322748,67.2781,0.0203102,67.3443,0.0199386,67.4334,0.0199834,68.5759,0.0207878
22.2704,24.904,3463.1,2330.85,16.37,-797200,185.499,0.0106458,106.472,0.0055945,106.472,0.0055945,185.499,0.0106458,57.4843,0.0207859,45.3355,0.010623,43.7673,0.0099675,60.9811,0.0198602
23.3392,29.0528,3176.8,2854.1,24.315,-1211550,99.0073,0.0151643,84.168,0.0116067,84.168,0.0116067,99.0073,0.0151643,31.7811,0.0313292,30.3236,0.0259824,30.3442,0.0258528,32.8508,0.0330944
24.6872,27.7616,3213.55,2013.4,43.835,-3061240,57.0498,0.0213694,55.7428,0.0201735,55.7428,0.0201735,57.0498,0.0213694,22.7561,0.0260993,22.8711,0.0261165,22.911,0.0262284,23.1661,0.0274688
25.7112,24.804,3354.6,3985.65,44.24,-3893580,47.9402,0.025249,46.9416,0.0238669,46.9416,0.0238669,47.9402,0.025249,65.7136,0.0214684,66.8942,0.0214201,67.0656,0.0215038,68.7595,0.0227639
26.9128,24.0576,817.45,1724.65,10.965,421722,23.4392,0.0197122,18.4878,0.0058953,18.4878,0.0058953,23.4392,0.0197122,12,0,69.1174,0.0151155,20.5365,0.0006673,86.7343,0.0180375
27.8608,23.6664,606.75,1267.9,54.155,-4394280,12,0.020678,12,0.0204891,12,0.0204891,12,0.020678,33.251,0.0140724,33.246,0.0139147,33.266,0.0139309,33.5766,0.0143573
28.964,26.7416,1321.1,3591.55,27.19,-939700,19.8765,0.027679,19.2986,0.0238848,19.2986,0.0238848,19.8765,0.027679,45.0101,0.0245741,45.1923,0.0227428,44.9832,0.0226856,48.7798,0.0277089
29.716,23.0208,1427.85,1287.85,34.575,-1028700,16.0234,0.0284464,15.8764,0.0267174,15.8764,0.0267174,16.0234,0.0284464,43.6604,0.0110105,45.237,0.0111093,45.2778,0.0111281,47.198,0.0124174
22.4112,27.4144,637.2,1666.2,40.4,-1662690,31.4361,0.0086252,30.8154,0.008069,30.8154,0.008069,31.4361,0.0086252,22.4293,0.0249609,22.322,0.0241629,22.3359,0.0241965,22.6317,0.0256032
23.0248,29.6056,1959.15,3771.45,35.865,-1949360,62.3392,0.0134729,59.8046,0.012214,59.8046,0.012214,62.3392,0.0134729,29.8342,0.0361065,29.4744,0.0340115,29.52,0.0340883,30.3418,0.0373876
23.9728,23.4296,779.65,3314.7,29.055,-1079940,25.851,0.0128263,24.8824,0.0110692,24.8824,0.0110692,25.851,0.0128263,89.6947,0.0151611,86.7709,0.0134093,85.8403,0.0133932,94.304,0.0158979
25.1328,24.1752,1422.25,3924.75,39.81,-2604850,27.5807,0.0185062,27.0865,0.0173205,27.0865,0.0173205,27.5807,0.0185062,77.3812,0.0193537,76.7559,0.018458,76.8052,0.0185077,79.4927,0.0199319
26.2176,25.2736,744.3,1137.35,29.515,-342029,17.6956,0.0179378,17.3766,0.0161105,17.3766,0.0161105,17.6956,0.0179378,26.1023,0.0158762,26.3374,0.0155465,26.3643,0.0155388,27.4516,0.0179985
26.8312,27.4656,2066.25,3242.25,24.98,-859113,31.3667,0.0241924,29.2625,0.0192527,29.2625,0.0192527,31.3667,0.0241924,39.4153,0.0243111,40.7359,0.0235671,40.4736,0.02319,44.5342,0.0296373
27.5944,23.9248,745.35,1189.85,10.975,656251,17.7671,0.0183668,15.6254,0.0072274,15.6254,0.0072274,17.7671,0.0183668,12,0,55.3176,0.0142299,18.5522,0.0003448,63.6476,0.016271
28.252,23.0088,670.8,1846.1,13.98,309814,14.8345,0.0184755,14.0947,0.0114571,14.0947,0.0114571,14.8345,0.0184755,14.6178,0.000301,102.653,0.013061,44.983,0.0035973,109.413,0.0136857
28.9864,27.5256,2885.6,1431.35,38.04,-1915850,29.3038,0.0347144,28.6638,0.0321364,28.6638,0.0321364,29.3038,0.0347144,21.8051,0.0228416,22.2942,0.0239785,22.3534,0.024117,22.719,0.0258265
29.7336,22.6072,1956.35,1721.15,42.28,-2451590,20.9509,0.0335613,20.748,0.0320539,20.748,0.0320539,20.9509,0.0335613,60.7506,0.0110635,62.8336,0.0111573,62.9782,0.0112064,64.7355,0.011957
22.4544,26.3448,3815.2,2539.45,22.31,-1338970,175.166,0.0116591,134.102,0.0085664,134.102,0.0085664,175.166,0.0116591,40.7358,0.0227992,37.8374,0.017798,37.7228,0.0175399,42.5368,0.0240947
23.596,27.3288,3065.85,1538.8,49.74,-4227070,71.1202,0.0172624,69.9015,0.0165766,69.9015,0.0165766,71.1202,0.0172624,22.4274,0.025112,22.4685,0.025008,22.4928,0.0250807,22.6558,0.0258689
22.2312,24.9736,669.05,1197.55,49.24,-3190130,33.9932,0.0084131,33.5786,0.0080883,33.5786,0.0080883,33.9932,0.0084131,24.4804,0.0171013,24.465,0.0168904,24.4798,0.0169146,24.6876,0.0174953
22.884,25.0744,527.3,946.95,49.1,-3047490,22.8129,0.0092156,22.645,0.0089279,22.645,0.0089279,22.8129,0.0092156,22.0933,0.0167315,22.0754,0.0165349,22.0849,0.0165538,22.2425,0.0170781
23.608,23.6248,669.75,1250.05,30.705,-479895,24.752,0.0114499,23.9889,0.010102,23.9889,0.010102,24.752,0.0114499,37.7917,0.0126196,38.0053,0.0120661,38.0164,0.0120526,40.0062,0.0139439
24.4256,22.9424,993.85,3062,16.695,-361791,34.9597,0.0147942,28.8954,0.00807,28.8954,0.00807,34.9597,0.0147942,56.8402,0.0061034,146.778,0.0119832,84.4707,0.0070437,160.137,0.0138624
25.2744,28.5872,2097.05,3689.55,52.355,-4935270,33.998,0.0213023,33.6518,0.0206065,33.6518,0.0206065,33.998,0.0213023,33.0944,0.0351007,33.1286,0.0347242,33.1569,0.0347783,33.499,0.0359625
26.1344,26.4128,2741.05,2630.45,44.31,-3134100,37.2205,0.0253844,36.5589,0.0240358,36.5589,0.0240358,37.2205,0.0253844,33.7403,0.0244024,34.1871,0.0245848,34.2638,0.0246781,34.8716,0.0260676
27.0224,24.1808,3349.7,2464.9,48.21,-4100830,37.1405,0.0296342,36.6209,0.02838,36.6209,0.02838,37.1405,0.0296342,50.1768,0.0175671,51.4011,0.0178813,51.5541,0.0179619,52.4868,0.0188036
28.0232,22.4784,1062.45,1919.25,25.98,-493562,19.0525,0.0238014,18.4883,0.0202933,18.4883,0.0202933,19.0525,0.0238014,73.1779,0.0089988,87.9111,0.0094059,80.5958,0.008765,92.5004,0.0111484
28.8952,29.0832,2062.4,1564.7,48.12,-3362230,20.2844,0.0303614,20.1609,0.0294638,20.1609,0.0294638,20.2844,0.0303614,20.2328,0.0301145,20.3049,0.0301762,20.3185,0.0302332,20.4479,0.0311751
29.5224,29.8392,3740.3,874.15,23.765,-372962,33.8864,0.0351775,31.1198,0.0271164,31.1198,0.0271164,33.8864,0.0351775,12,0.0181853,12,0.0204523,12,0.0208378,12,0.0234051
22.168,22.3584,3309.8,826.2,46.585,-3575910,130.846,0.0110647,128.971,0.0106933,128.971,0.0106933,130.846,0.0110647,37.8085,0.0088125,38.2335,0.0088759,38.3482,0.0089214,39.006,0.0093727
23.0248,27.5848,1201.4,2813.85,23.13,-411257,48.9429,0.0116542,43.4638,0.0086174,43.4638,0.0086174,48.9429,0.0116542,35.2244,0.0260129,33.5127,0.0213399,33.5095,0.0211527,36.9981,0.0281352
23.9312,22.9008,3202,759,10.355,-76331.3,122.142,0.0183976,42.9216,0.003916,42.9216,0.003916,122.142,0.0183976,12,0,44.9288,0.0055667,16.9097,0.0001093,75.3762,0.0125824
24.9264,22.2152,847.55,2806.85,48.82,-3794850,19.3719,0.0155047,19.2687,0.0150857,19.2687,0.0150857,19.3719,0.0155047,108.833,0.0110283,108.881,0.0108209,108.927,0.010835,110.711,0.0112274
26.0632,24.2152,1593.4,3430.2,36.94,-2076600,26.978,0.0217686,26.3998,0.0200863,26.3998,0.0200863,26.978,0.0217686,67.4793,0.0185313,67.5893,0.0177286,67.617,0.0177866,70.4559,0.0194866
27.1992,24.0016,3307.7,1522.7,25.06,-819110,43.4341,0.0283706,39.6526,0.0223463,39.6526,0.0223463,43.4341,0.0283706,35.402,0.0077587,47.7726,0.0132708,47.1857,0.012434,52.5806,0.016097
27.9832,26.608,2631.5,565.8,45.96,-2762490,27.6663,0.0306458,27.3369,0.0293218,27.3369,0.0293218,27.6663,0.0306458,12,0.016295,12,0.0168886,12,0.0169576,12,0.0172466
28.4792,24.8584,1343.5,3113.1,14.405,-171689,22.3658,0.0239641,19.4791,0.0124449,19.4791,0.0124449,22.3658,0.0239641,12,0,91.9543,0.0203267,47.7058,0.006963,100.983,0.0218839
29.208,22.3928,2522.3,1791.5,35.315,-1620160,24.9066,0.033103,24.3633,0.0303416,24.3633,0.0303416,24.9066,0.033103,68.3534,0.0094175,76.2663,0.0100332,75.7072,0.0099974,79.4421,0.0110817
22.0288,22.3088,1130,557.05,22.88,129261,71.1084,0.0082387,61.6812,0.006095,61.6812,0.006095,71.1084,0.0082387,33.1026,0.0057564,35.0089,0.006121,34.9178,0.005933,38.6873,0.0080032
22.8832,29.1512,738,2091.1,11.69,405694,47.9461,0.0109671,27.9068,0.0025454,27.9068,0.0025454,47.9461,0.0109671,30.0503,0.0489233,19.5346,0.0051035,20.8948,0.0108225,27.0538,0.0283704
23.5488,27.8168,952.2,1576.25,41.73,-1868920,28.7526,0.0126543,28.2785,0.0119276,28.2785,0.0119276,28.7526,0.0126543,19.101,0.0245454,19.0972,0.0242059,19.1093,0.0242514,19.2756,0.0253566
24.2176,27.0808,2950,1515,37.185,-1901870,61.2962,0.0190015,59.0342,0.0173847,59.0342,0.0173847,61.2962,0.0190015,21.5816,0.0221219,21.6842,0.0220018,21.7356,0.0221294,22.0976,0.0237732
25.1112,23.832,1094.3,3224.75,30.39,-1208510,24.4622,0.0166986,23.6973,0.0146933,23.6973,0.0146933,24.4622,0.0166986,76.7697,0.0165604,75.5181,0.0150267,75.0496,0.0150384,80.9969,0.0175108
25.9968,29.0016,2450.2,2605.6,32.71,-1515700,39.1312,0.0239527,37.5052,0.0211929,37.5052,0.0211929,39.1312,0.0239527,27.7276,0.0303468,27.989,0.0299013,28.0677,0.0300018,29.0308,0.0336965
26.7624,23.8456,2913.25,1006.45,20.285,-304594,47.8292,0.0262646,40.5813,0.0176177,40.5813,0.0176177,47.8292,0.0262646,24.8632,0.0033076,39.5875,0.0106544,38.74,0.0092031,46.0723,0.0143685
27.8072,27.0344,3698.65,1543.35,55.59,-5653130,35.8569,0.0333087,35.5367,0.0323731,35.5367,0.0323731,35.8569,0.0333087,21.9781,0.0236952,22.1666,0.0241575,22.1906,0.0242291,22.3007,0.0247575
28.6016,29.8216,625.65,837.4,18.945,600576,12,0.0193899,12,0.0160988,12,0.0160988,12,0.0193899,12,0.0188376,12,0.0182917,12,0.0183185,12,0.0221113
28.9904,26.5256,3269.55,1171.3,52.825,-4733800,29.7149,0.036328,29.4611,0.0352374,29.4611,0.0352374,29.7149,0.036328,21.2061,0.021171,21.4358,0.0217541,21.462,0.0218291,21.5802,0.0223732
29.652,26.208,2447.4,3249.6,43.56,-3013820,20.8979,0.0333303,20.7139,0.0319615,20.7139,0.0319615,20.8979,0.0333303,42.8922,0.0256607,43.1772,0.0253179,43.249,0.0253936,44.1911,0.026944
22.5192,23.6152,2411.35,1019.4,12.555,-31818.6,147.992,0.0118771,63.6079,0.0038473,63.6079,0.0038473,147.992,0.0118771,43.2578,0.0127643,34.2423,0.0051706,30.4454,0.0037497,51.3727,0.014159
23.6192,26.0912,1341.75,2889.45,47.85,-3627040,37.1454,0.0145413,36.6161,0.0139165,36.6161,0.0139165,37.1454,0.0145413,39.8255,0.0253287,39.8096,0.0248657,39.8545,0.0249114,40.4808,0.0260661
22.3136,22.0064,1625.95,1288.55,22.81,-325399,84.749,0.0099449,71.6334,0.0073089,71.6334,0.0073089,84.749,0.0099449,63.331,0.0049217,84.1826,0.0068644,78.3306,0.0060879,96.1377,0.0086451
23.2832,29.976,1091.15,2896.1,50.905,-4189800,34.9623,0.0128887,34.5651,0.0124298,34.5651,0.0124298,34.9623,0.0128887,26.152,0.0381534,26.1154,0.0375127,26.1275,0.0375518,26.2459,0.0386535
23.9072,22.1344,3516.3,783.5,24.985,-837239,90.1555,0.0175922,78.2553,0.0137304,78.2553,0.0137304,90.1555,0.0175922,37.3792,0.0037469,51.5497,0.0067429,51.8862,0.0065772,57.7609,0.0084234
24.8976,22.4656,3625.85,955.7,24.14,-795061,72.3764,0.021206,63.0713,0.0162089,63.0713,0.0162089,72.3764,0.021206,35.327,0.0035733,54.1844,0.00799,53.8934,0.0075273,61.5484,0.0100454
25.7176,22.3816,1264.4,3220.9,47.865,-3863600,23.4323,0.0199046,23.2382,0.019221,23.2382,0.019221,23.4323,0.0199046,113.322,0.0119328,113.174,0.0116353,113.22,0.0116532,115.667,0.0121762
26.616,26.116,3945.05,3306.3,44.21,-3660160,46.314,0.0292411,45.361,0.0276377,45.361,0.0276377,46.314,0.0292411,41.8082,0.0244851,42.7034,0.0248915,42.8394,0.0250106,43.7469,0.026491
27.5256,22.0304,729.25,1705.4,19.17,104203,14.7992,0.018151,14.379,0.0141114,14.379,0.0141114,14.7992,0.018151,12,9.00E-07,135.235,0.0089885,86.586,0.0052152,139.893,0.0092158
28.288,24.276,2908.35,3152.65,19.01,-856608,38.7089,0.0303244,32.9756,0.0194023,32.9756,0.0194023,38.7089,0.0303244,30.4498,0.0029119,95.8434,0.0172867,72.9836,0.0112662,107.207,0.0193216
29.2784,24.6072,2049.1,2356.05,54.33,-5137820,20.667,0.0323687,20.5787,0.031703,20.5787,0.031703,20.667,0.0323687,43.1586,0.0194381,43.4614,0.0194073,43.5189,0.0194505,44.0213,0.0200881
22.1016,25.1224,3409.2,2543.65,29.625,-1803930,162.769,0.0100833,147.813,0.0087161,147.813,0.0087161,162.769,0.0100833,46.6888,0.0199215,45.4413,0.017987,45.4661,0.0179523,48.4545,0.0210852
23.3056,22.76,2655.65,736.25,47.915,-3471960,68.1494,0.0156492,66.8686,0.0149608,66.8686,0.0149608,68.1494,0.0156492,30.1984,0.0093151,30.8247,0.009655,30.9357,0.0097252,31.3484,0.0101569
24.084,24.1688,943.1,3341.3,15.675,-317829,37.2809,0.0139375,29.5159,0.0068044,29.5159,0.0068044,37.2809,0.0139375,69.448,0.012353,100.84,0.0139552,61.2497,0.0084176,114.354,0.0189094
25.0688,23.3032,2547.85,1637.85,11.685,-116752,71.2538,0.0216937,35.8437,0.0058096,35.8437,0.0058096,71.2538,0.0216937,12,0,65.2603,0.0066532,40.1414,0.0028763,124.26,0.0160919
26.2864,27.5056,3119.05,534.65,24.005,-376583,49.1393,0.0251866,44.011,0.0192601,44.011,0.0192601,49.1393,0.0251866,12,0.0146435,12,0.0156568,12,0.0159486,12,0.0178781
27.196,23.4208,872.05,2433.75,48.965,-3618210,15.058,0.0206751,15.0199,0.0202723,15.0199,0.0202723,15.058,0.0206751,61.6542,0.0156871,61.3287,0.0152562,61.3831,0.0152792,62.4771,0.01595
27.9456,27.1008,1726.4,3176.8,54.78,-5351510,19.4928,0.0265755,19.4213,0.0260763,19.4213,0.0260763,19.4928,0.0265755,37.1948,0.029884,37.1869,0.0295106,37.2117,0.0295461,37.5824,0.0304586
28.8416,22.2368,1654.65,1839.8,49.555,-3842820,20.2492,0.0302104,20.1373,0.0293966,20.1373,0.0293966,20.2492,0.0302104,73.6137,0.0102678,75.2035,0.0103277,75.3377,0.0103558,76.6895,0.0107856
29.7168,29.44,938.2,1938.5,23.265,-10771.1,12,0.0230916,12,0.0205646,12,0.0205646,12,0.0230916,23.3741,0.0273099,22.9922,0.0241702,22.9787,0.0240402,24.437,0.0307626
22.3408,29.5976,832.15,794.7,47.34,-2709350,37.5716,0.0091911,37.0161,0.0087854,37.0161,0.0087854,37.5716,0.0091911,12,0.0248048,12,0.0247067,12,0.0247313,12,0.0250986
23.028,28.624,1690.7,2344.5,12.285,3369.94,88.6282,0.0134046,43.1622,0.003977,43.1622,0.003977,88.6282,0.0134046,33.543,0.04545,21.7242,0.0067163,22.9222,0.0109207,30.3315,0.0280934
23.9792,23.0464,2294.8,1372.2,57.05,-5852670,48.6942,0.0177886,48.1981,0.0172989,48.1981,0.0172989,48.6942,0.0177886,42.4895,0.0124,43.1256,0.0126016,43.2176,0.0126454,43.658,0.0130089
24.8256,28.092,2583.2,577.7,54.985,-5049790,45.5324,0.0213245,45.0339,0.020677,45.0339,0.020677,45.5324,0.0213245,12,0.0208405,12,0.0210595,12,0.0210991,12,0.0212922
25.5208,26.7,2761.7,956.05,10.805,151991,70.4887,0.0237397,32.5302,0.0051513,32.5302,0.0051513,70.4887,0.0237397,24.4802,0.0157632,21.6843,0.0075324,20.2643,0.004511,29.1512,0.0214385
26.584,23.8664,1439.05,3104,29.445,-1173670,24.4617,0.0219274,23.6312,0.0190874,23.6312,0.0190874,24.4617,0.0219274,72.9801,0.0160358,73.8153,0.0148459,72.9593,0.0148181,79.3161,0.0175048
27.736,22.816,1793.25,1385.15,49.32,-3634170,23.2159,0.0277435,23.0441,0.02688,23.0441,0.02688,23.2159,0.0277435,47.0438,0.0115387,48.0499,0.0117058,48.171,0.011752,48.9567,0.0122651
28.684,24.64,613.75,928.4,42.515,-1811220,12,0.0225637,12,0.0221015,12,0.0221015,12,0.0225637,23.4039,0.0149806,23.4684,0.0148813,23.4886,0.0149108,23.7812,0.0156878
29.2696,26.8888,1971.4,2140.1,12.2,67317.8,31.9062,0.031342,23.3521,0.0105084,23.3521,0.0105084,31.9062,0.031342,14.7254,7.90E-06,44.2244,0.0196774,30.24,0.0051581,59.2154,0.0288304
22.4216,28.0528,3294.05,1390.4,45.915,-3533080,115.836,0.0123331,113.094,0.0117458,113.094,0.0117458,115.836,0.0123331,19.4207,0.0261302,19.3817,0.0256768,19.3934,0.0257261,19.5242,0.0266168
23.2808,25.8776,3938.4,3831.3,24.03,-1806720,123.456,0.0153226,102.175,0.0116999,102.175,0.0116999,123.456,0.0153226,59.0979,0.0218952,57.7878,0.019512,57.1272,0.0190458,65.3251,0.0250216
22.1928,25.484,3580.7,1672.5,19.7,-785512,185.102,0.0102363,127.103,0.0066808,127.103,0.0066808,185.102,0.0102363,36.4352,0.0186036,33.0136,0.0130935,32.8672,0.0128035,38.0223,0.0195069
23.3576,25.2128,790.5,658.2,33.6,-580682,29.3375,0.0116073,28.4546,0.0104309,28.4546,0.0104309,29.3375,0.0116073,16.6532,0.0136869,16.7249,0.0137508,16.7446,0.0138096,16.9401,0.0148589
24.1048,28.2944,830.05,948,37.84,-1177730,24.5682,0.0136726,24.1342,0.0127292,24.1342,0.0127292,24.5682,0.0136726,15.3492,0.0229073,15.3574,0.0227073,15.3656,0.02276,15.4647,0.0238459
24.8416,25.4104,1328.45,1955.3,49.63,-3706480,26.9663,0.0176524,26.7184,0.0170508,26.7184,0.0170508,26.9663,0.0176524,33.9264,0.0211961,34.0193,0.0210055,34.055,0.0210455,34.4794,0.0218908
25.7192,22.9976,3364.75,2507.6,11.075,-478839,82.0992,0.0252247,37.1029,0.00622,37.1029,0.00622,82.0992,0.0252247,12,0,48.8771,0.0034871,19.3628,0.0007515,186.017,0.0157856
26.9416,26.1832,503.15,2311.25,12.7,384179,14.328,0.0147601,13.6245,0.008537,13.6245,0.008537,14.328,0.0147601,46.231,0.0182917,43.9696,0.0124485,30.9198,0.0060491,57.7683,0.0253742
27.7312,27.7728,862.95,698.45,22.905,315059,14.9951,0.0197324,14.6844,0.0166344,14.6844,0.0166344,14.9951,0.0197324,14.576,0.0164723,14.6738,0.0166848,14.6892,0.0166783,15.0071,0.0198314
28.248,26.3848,3719.65,841.25,26.255,-707514,39.6603,0.0322982,36.7523,0.0261561,36.7523,0.0261561,39.6603,0.0322982,18.6546,0.0129665,19.847,0.0159822,19.9832,0.0161238,20.7443,0.0191784
29.0816,24.8656,2683.3,3811.35,30.16,-1710160,29.0151,0.0334728,27.8634,0.0290795,27.8634,0.0290795,29.0151,0.0334728,64.3044,0.0189727,68.3375,0.018776,67.6007,0.0187307,72.9169,0.0219036
29.9624,23.052,3003.2,1316.55,43.18,-2671760,26.1644,0.0379239,25.8364,0.0360521,25.8364,0.0360521,26.1644,0.0379239,41.0506,0.0110052,43.6573,0.0119351,43.8619,0.0120176,44.878,0.0127835
22.7248,25.2976,1682.3,2764.15,29.18,-1113160,65.3675,0.0117836,60.627,0.0099542,60.627,0.0099542,65.3675,0.0117836,46.7985,0.019958,46.3123,0.0185567,46.3754,0.0185253,49.6248,0.0219125
23.5584,23.7792,645.6,2233.9,46.925,-3078550,23.1894,0.0116838,22.9882,0.0112609,22.9882,0.0112609,23.1894,0.0116838,52.0785,0.0165793,51.7892,0.0160912,51.8349,0.0161147,52.8161,0.0169129
24.4544,29.1288,573.85,897.25,41.7,-1550020,16.3861,0.0127057,16.2982,0.0122499,16.2982,0.0122499,16.3861,0.0127057,12,0.0232853,12,0.0231375,12,0.0231618,12,0.0236831
25.0264,24.8128,1575.55,2373.2,31.2,-1086560,32.0866,0.0183627,30.8079,0.0160741,30.8079,0.0160741,32.0866,0.0183627,45.3981,0.0177873,46.3866,0.0173759,46.3874,0.0173674,49.067,0.0200242
25.8176,27.0008,3718.95,1214,42.98,-2832120,51.6954,0.0261153,50.487,0.0245734,50.487,0.0245734,51.6954,0.0261153,18.2389,0.0205888,18.407,0.0211376,18.4403,0.0212702,18.5806,0.0221471
26.7456,28.4632,1894.75,1224.15,51.27,-3897990,25.4121,0.0248846,25.2187,0.0241451,25.2187,0.0241451,25.4121,0.0248846,15.5174,0.0244421,15.5571,0.0246573,15.5631,0.0247028,15.6028,0.0251559
27.3016,24.984,3288.1,1542.65,59.01,-6630290,34.3996,0.0307051,34.1534,0.0299929,34.1534,0.0299929,34.3996,0.0307051,29.6167,0.0184918,29.9626,0.0188459,30.0042,0.0189005,30.2014,0.0193323
28.104,27.3528,503.85,3165.6,49.4,-3689350,12,0.0212396,12,0.020974,12,0.020974,12,0.0212396,34.1298,0.0300647,33.93,0.0292645,33.944,0.0292871,34.3665,0.0304723
28.752,26.2552,1856.95,1039.7,59.955,-6355780,20.2267,0.0302181,20.1674,0.0297781,20.1674,0.0297781,20.2267,0.0302181,17.921,0.0193003,17.9777,0.0194869,17.9844,0.019515,18.0258,0.0197707
29.3448,22.3008,3503,1080.3,34.355,-1431870,29.7818,0.0357851,28.9111,0.0323226,28.9111,0.0323226,29.7818,0.0357851,42.5684,0.0062395,54.9589,0.008927,54.9834,0.0088256,57.6219,0.0098688
22.1024,25.5632,1146.1,652.25,17.21,415597,81.8966,0.0088191,56.1995,0.0044999,56.1995,0.0044999,81.8966,0.0088191,18.8457,0.0139604,17.7794,0.0095468,17.7933,0.0094904,19.1553,0.0143245
22.852,29.2432,2000.45,1395.3,23.025,-368914,81.0872,0.0124037,68.4747,0.0090702,68.4747,0.0090702,81.0872,0.0124037,19.5529,0.0263021,18.9796,0.0219493,19.0031,0.0219462,19.8635,0.0274095
23.9472,22.5216,3394.85,2358.5,55.175,-6053180,68.2561,0.0190186,67.3916,0.0184454,67.3916,0.0184454,68.2561,0.0190186,79.1799,0.0118549,80.9803,0.0120309,81.2275,0.0120777,82.3798,0.0124629
25.0856,22.9072,3393.1,904.25,44.87,-3104520,55.283,0.023166,54.1075,0.0219447,54.1075,0.0219447,55.283,0.023166,33.0001,0.0096426,34.5846,0.0105106,34.7859,0.0106167,35.421,0.0112128
26.008,25.3864,532.9,2538.75,13.855,242616,16.8241,0.0140831,15.6006,0.0080374,15.6006,0.0080374,16.8241,0.0140831,53.6862,0.0164391,55.801,0.012986,37.5394,0.0070167,69.3915,0.0227799
26.9672,27.3904,1425.75,1364.15,35.655,-1185410,21.9142,0.0231341,21.5333,0.0213995,21.5333,0.0213995,21.9142,0.0231341,21.839,0.0229005,22.0227,0.022947,22.0566,0.0230166,22.4735,0.0249438
27.5184,24.928,1782.75,775.8,54.095,-4539290,22.9617,0.0269513,22.8373,0.0263264,22.8373,0.0263264,22.9617,0.0269513,19.18,0.0149682,19.3117,0.0152784,19.3263,0.0153177,19.404,0.0156316
28.1448,25.684,929.1,3585.6,29.74,-1111060,15.308,0.022389,15.1254,0.0204554,15.1254,0.0204554,15.308,0.022389,56.301,0.023368,54.6874,0.020927,54.5902,0.0209727,58.5367,0.024601
29.0408,23.0344,857.35,2248.6,24.515,-326069,12,0.0217417,12,0.0196376,12,0.0196376,12,0.0217417,76.56,0.0121734,75.3844,0.01042,72.2315,0.0101655,84.1021,0.0134179
29.88,28.4984,857,2625.2,31.57,-806858,12,0.0248807,12,0.0236325,12,0.0236325,12,0.0248807,27.3371,0.0292523,27.0634,0.0273816,27.0839,0.0274123,28.047,0.031045
22.58,26.0896,1102.7,3910.4,40.54,-2484560,44.0516,0.0105822,42.9515,0.0098631,42.9515,0.0098631,44.0516,0.0105822,49.0423,0.0261889,48.5813,0.0250572,48.637,0.0250974,50.0084,0.0269603
23.4864,23.62,3103.3,1855.9,27.765,-1277020,87.778,0.0158719,79.2692,0.0131241,79.2692,0.0131241,87.778,0.0158719,50.7157,0.0119661,54.0544,0.012646,53.9862,0.012507,58.8524,0.0152169
22.3848,24.6608,2389.65,930.15,43.25,-2609530,89.7804,0.0116493,87.4042,0.0109922,87.4042,0.0109922,89.7804,0.0116493,23.4965,0.0151693,23.5152,0.0149889,23.5521,0.0150479,23.8391,0.015807
23.2656,28.6328,2709.55,1935.7,56.265,-5824640,69.7667,0.0157575,68.9282,0.0153078,68.9282,0.0153078,69.7667,0.0157575,20.0057,0.0290927,20.0192,0.0289904,20.0296,0.0290383,20.1043,0.0295775
24.02,23.2968,2068.7,1054.4,51.385,-4138430,46.6474,0.0176111,46.0202,0.0169669,46.0202,0.0169669,46.6474,0.0176111,32.2285,0.0118756,32.7875,0.0121904,32.867,0.0122466,33.2367,0.0126931
24.812,25.4848,712.1,2426.4,49.325,-3569900,19.2204,0.0150632,19.123,0.0146724,19.123,0.0146724,19.2204,0.0150632,37.367,0.0224494,37.2299,0.0219413,37.2541,0.0219667,37.76,0.0228836
25.528,22.2392,566.15,1369.4,40.055,-1593440,14.3209,0.0149377,14.266,0.014428,14.266,0.014428,14.3209,0.0149377,60.3121,0.0096645,60.274,0.0093443,60.3097,0.0093562,62.1227,0.010049
26.432,27.1712,782.8,2361.3,25.71,-376492,17.7525,0.018065,17.2997,0.0154961,17.2997,0.0154961,17.7525,0.018065,34.1458,0.0243591,33.4906,0.0216216,33.4286,0.0215357,36.0159,0.0268724
27.1896,22.4336,957.1,1933.25,22.4,-198748,18.2137,0.0199279,17.5362,0.0160145,17.5362,0.0160145,18.2137,0.0199279,72.6192,0.0080922,100.377,0.0091082,81.0731,0.0076178,104.111,0.0109128
27.9936,23.1864,925.25,509.8,14.365,727335,18.2948,0.0202248,16.7102,0.0114953,16.7102,0.0114953,18.2948,0.0202248,12,0,33.426,0.0086464,26.7776,0.0031895,38.1251,0.0110459
